Sembol,Tarih,Fiyat (Son),EMA20_gt_EMA50_gt_EMA200,MACD,MACD_Signal,MACD_Positive,ADX,RSI,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,ATRP_14,STOP Fiyat,TP Fiyat,GUNLUK_FARK,Haftalık Değişim (%),20G Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_4h_Sinyal_Filt_Numeric,Confirmed_BUY,Confirmed_SELL,Kirilim_BreakoutScore,Kirilim_PCTB,Kirilim_BBW_Squeeze,Kirilim_NEAR_10D_BRK,Kirilim_NEAR_20D_BRK,Kirilim_VRATIO10,Kirilim_CMF20,Kirilim_OBV_SLOPE5,Kirilim_ADX_SLOPE5,Kirilim_ATRP,Kirilim_DIST_HIGH,Kirilim_PASS_STRICT,Kirilim_PASS_LIGHT,Mul_KISA_VADE_PUAN,Mul_ORTA_VADE_PUAN,Mul_ANA_PUAN,Mul_RSI14,Mul_ADX14,Mul_ATR14,Mul_EMA21_gt_SMA50_gt_SMA200,SDIP_SCORE,KurumScore_Norm,BreakoutScore_Norm,MultiTFScore_Norm,MomentumScore_Norm,DipScore_Norm,RAW_SCORE,RISK_PENALTY,LOW_RISK_SCORE,TomorrowScore,Tomorrow_Adj
PAPIL,2026-02-06,17.9800,0,0.4534,0.5451,0,38.0780,49.0125,-9302806.0000,16.4450,18.2695,20.0940,19.9736,0.0460,16.7400,19.2200,-1.6411,-5.5176,5.1462,8.5094,355656641,47.1400,57.5300,0,100,-,0,0,0,0,26.4300,0.4210,True,False,False,0.5300,-0.0090,429394.0000,-4.7600,0.0460,0.6012,False,False,16,0,32,49.0125,38.0780,0.8266,0,2,0.0000,26.4300,0.0000,40.0000,16.0000,16.3200,0.0000,16.3200,17.3700,0.0000
ONCSM,2026-02-06,290.7500,1,4.8225,9.2225,0,20.4874,47.4734,-312978.0000,265.5244,305.5250,345.5256,26.1848,0.0566,266.0500,315.4500,-2.7592,-4.5156,10.5513,7.5856,243206327,278.3300,14.9900,0,0,-,0,0,0,0,8.4900,0.3150,True,False,False,0.5300,-0.1160,-1474798.0000,-4.0600,0.0566,0.2267,False,False,22,8,52,47.4734,20.4874,16.4660,1,2,0.0000,8.4900,8.0000,63.0000,16.0000,16.3100,0.0000,16.3100,15.6500,0.0000
OFSYM,2026-02-06,70.2000,1,0.3949,1.1622,0,20.4162,46.7222,-573933.0000,69.3110,73.2900,77.2690,10.8583,0.0351,66.5000,73.9000,-0.3549,-5.7718,-5.1351,-1.1268,98655488,104.6800,12.2900,0,0,-,0,0,0,0,8.4200,0.1120,True,False,False,0.4800,-0.0130,-2394981.0000,-6.1400,0.0351,0.1294,False,False,22,8,52,46.7222,20.4162,2.4643,1,2,0.0000,8.4200,8.0000,63.0000,16.0000,16.2900,0.0000,16.2900,15.6200,0.0000
KRDMD,2026-02-06,29.4200,1,0.7029,0.7337,0,19.2149,57.1326,-54266814.0000,27.3206,29.0120,30.7034,11.6601,0.0320,28.0100,30.8300,-0.7422,1.2388,9.7761,10.5184,1753825429,35.3300,13.1100,0,0,-,0,0,0,0,6.8500,0.6210,True,False,False,0.8200,0.0170,-69536864.0000,-5.2000,0.0320,0.1362,False,False,22,11,55,57.1326,19.2149,0.9420,1,2,0.0000,6.8500,8.0000,66.0000,16.0000,16.2800,0.0000,16.2800,15.4400,0.0000
ENTRA,2026-02-06,10.8700,1,0.0961,0.1218,0,23.0335,51.8349,12677881.0000,10.5112,10.8985,11.2858,7.1067,0.0312,10.3600,11.3800,0.0921,-2.0721,5.0241,6.2561,146884070,46.8900,17.3400,0,0,-,0,0,0,0,19.0300,0.4630,True,False,False,0.8500,-0.1830,19066765.0000,-1.6500,0.0312,0.2037,False,False,16,0,32,51.8349,23.0335,0.3392,0,3,0.0000,19.0300,8.0000,40.0000,24.0000,16.2800,0.0000,16.2800,16.8100,0.0000
AKSA,2026-02-06,10.6000,1,0.1899,0.1516,1,31.2453,53.0878,-16691011.0000,9.6844,10.4415,11.1986,14.5009,0.0286,10.1500,11.0500,-2.3041,-4.3321,6.9627,6.2124,278744226,22.9700,16.6900,0,0,-,0,0,0,0,19.3600,0.6050,True,False,False,0.5600,-0.0020,-70137146.0000,9.8400,0.0286,0.1852,False,False,11,5,27,53.0878,31.2453,0.3029,0,2,0.0000,19.3600,14.0000,32.5000,16.0000,16.2100,-0.4700,15.7400,16.5700,-0.3500
DOFRB,2026-02-06,94.7000,1,3.8061,3.9496,0,46.4598,52.7791,-7299859.0000,80.0883,93.1000,106.1117,27.9521,0.0675,85.1100,104.2900,-0.6296,-5.3946,11.4773,7.0056,1710020018,91.3100,52.2900,0,100,-,0,0,0,0,20.0000,0.5610,False,False,False,0.3800,-0.0220,-36220829.0000,7.4000,0.0675,0.5662,False,False,16,0,32,52.7791,46.4598,6.3919,0,2,0.0000,20.0000,8.0000,40.0000,16.0000,16.2000,0.0000,16.2000,16.8000,0.0000
TUCLK,2026-02-06,5.3300,0,0.0890,-0.0295,1,32.0176,53.5213,-25952350.0000,4.0351,4.9295,5.8239,36.2865,0.0656,4.8100,5.8500,-1.1132,-2.9144,18.4444,7.6768,169101146,20.0500,59.0900,0,100,-,0,0,0,0,23.8800,0.7240,True,False,False,0.5100,0.0380,-122715162.0000,10.5900,0.0656,0.6004,False,False,13,5,31,53.5213,32.0176,0.3499,0,1,0.0000,23.8800,6.0000,37.5000,8.0000,16.1600,0.0000,16.1600,17.0800,0.0000
YKBNK,2026-02-06,38.2600,1,0.6823,0.7440,0,19.6935,50.3149,186959527.0000,35.5007,38.3240,41.1473,14.7340,0.0362,36.1800,40.3400,0.0000,-6.8647,1.6472,1.6472,10156510557,72.6500,6.8600,0,0,-,0,0,0,0,7.9800,0.4890,True,False,False,0.6500,0.0990,-255012969.0000,-1.7900,0.0362,0.0767,False,False,22,8,52,50.3149,19.6935,1.3857,1,2,0.0000,7.9800,8.0000,63.0000,16.0000,16.1400,0.0000,16.1400,15.4400,0.0000
DAGI,2026-02-06,6.2300,0,-0.3026,-0.3830,1,17.9794,41.6282,7584031.0000,5.9463,6.1045,6.2627,5.1822,0.0377,5.8800,6.5800,1.4658,2.1311,-4.8855,-11.2536,47475223,40.3200,28.6400,0,100,-,0,0,0,0,21.5200,0.8970,True,False,False,1.0100,-0.1530,15350396.0000,-3.0900,0.0377,0.3243,False,False,13,0,26,41.6282,17.9794,0.2346,0,5,0.0000,21.5200,6.0000,32.5000,40.0000,16.1300,-0.0200,16.1100,16.9800,0.0000
SILVR,2026-02-06,2.8200,1,0.0267,0.0262,1,22.9804,48.9385,-2086997.0000,2.5992,2.8220,3.0448,15.7877,0.0480,2.6200,3.0200,-2.0833,-0.3534,2.1739,0.7143,13498732,44.9700,17.5400,0,0,-,0,0,0,0,20.0200,0.4960,True,False,False,0.3300,0.0520,10801618.0000,1.3700,0.0480,0.2145,False,False,7,13,27,48.9385,22.9804,0.1354,1,2,0.0000,20.0200,14.0000,30.5000,16.0000,16.0900,-13.5000,2.5900,1.8800,-15.0000
AKFIS,2026-02-06,22.1800,0,0.2985,0.2686,1,30.7244,56.6257,-1566319.0000,20.6736,21.8710,23.0684,10.9493,0.0242,21.3700,22.9900,-0.5381,-0.9821,6.8401,7.4612,58901144,22.6800,36.3400,0,100,-,0,0,0,0,24.8400,0.6290,True,False,False,0.5400,-0.0720,5390067.0000,1.8300,0.0242,0.1834,False,False,11,5,27,56.6257,30.7244,0.5376,0,2,0.0000,24.8400,6.0000,32.5000,16.0000,16.0200,-1.9600,14.0600,15.6600,-1.4500
GENIL,2026-02-06,120.9000,0,-14.7402,-14.2670,0,45.6614,27.1863,2883564.0000,102.5774,138.0300,173.4826,51.3694,0.0622,109.6100,132.1900,1.8534,0.3320,-29.2982,-32.0787,317636735,9.1900,44.2200,0,100,-,0,0,0,1,22.9400,0.2580,False,False,False,0.7400,-0.4840,2936717.0000,3.8700,0.0622,0.4599,False,False,16,0,32,27.1863,45.6614,7.5251,0,4,0.0000,22.9400,0.0000,40.0000,32.0000,15.9700,0.0000,15.9700,16.7800,0.0000
AVTUR,2026-02-06,18.0300,1,0.5301,0.5104,1,24.9856,56.1885,-539991.0000,15.8937,17.6160,19.3383,19.5539,0.0530,16.6000,19.4600,-3.1686,3.2055,12.6875,6.8761,15636301,84.5400,15.9000,0,0,-,0,0,0,0,14.1500,0.6200,True,False,False,0.7000,0.0060,543221.0000,2.0000,0.0530,0.1980,False,False,10,16,36,56.1885,24.9856,0.9555,1,2,0.0000,14.1500,14.0000,41.0000,16.0000,15.9400,-13.5000,2.4400,1.1100,-15.0000
DOCO,2026-02-06,10140.0000,1,-41.4918,12.9958,0,13.1228,49.0497,5272.0000,9835.0882,10261.7500,10688.4118,8.3156,0.0300,9683.2900,10596.7100,2.5537,-1.2899,-6.6298,-2.0290,59490366,94.5700,9.2200,0,0,-,0,0,0,0,6.0000,0.3570,True,False,False,0.9100,-0.1070,-14442.0000,-3.0400,0.0300,0.1296,False,False,22,8,52,49.0497,13.1228,304.4760,1,3,0.0000,6.0000,8.0000,63.0000,24.0000,15.8900,-5.2700,10.6200,15.0500,0.0000
KORDS,2026-02-06,53.7500,0,1.0115,0.9546,1,29.3701,57.3910,489770.0000,49.7773,52.8135,55.8497,11.4979,0.0265,51.6100,55.8900,0.1864,0.1864,9.5151,8.4106,44533471,12.6800,40.4100,0,100,-,0,0,0,0,22.6800,0.6540,True,False,False,0.5400,0.0870,2219703.0000,0.2100,0.0265,0.2535,False,False,11,8,30,57.3910,29.3701,1.4245,0,2,0.0000,22.6800,6.0000,35.5000,16.0000,15.8200,-1.1800,14.6400,15.8200,-0.8700
MARKA,2026-02-06,34.7000,0,-0.8328,-0.9201,1,10.7135,44.7219,1325966.0000,33.7254,34.9260,36.1266,6.8751,0.0413,32.5500,36.8500,1.8790,1.6999,-3.4502,-5.4496,32785988,1.8800,54.0400,0,100,-,0,0,0,1,17.9400,0.4060,True,False,False,2.0300,-0.2480,1667228.0000,-0.1400,0.0413,0.5234,False,False,16,0,32,44.7219,10.7135,1.4315,0,4,0.0000,17.9400,6.0000,40.0000,32.0000,15.8200,-7.8700,7.9500,16.2800,0.0000
LYDYE,2026-02-06,13985.0000,0,-40.9440,-47.9743,1,29.8712,48.6633,6834.0000,13838.6035,13981.3750,14124.1465,2.0423,0.0355,13240.4500,14729.5500,0.2509,-0.4803,-0.4272,-0.1071,80392073,36.4400,30.9400,0,100,-,0,0,0,0,17.8800,0.5130,True,False,False,0.9600,-0.3150,8011.0000,5.9700,0.0355,0.3372,False,False,16,0,32,48.6633,29.8712,496.3663,0,4,0.0000,17.8800,6.0000,40.0000,32.0000,15.8000,0.0000,15.8000,16.2500,0.0000
SELEC,2026-02-06,80.6000,1,0.9376,1.2098,0,28.2309,52.2918,-955861.0000,78.5425,80.8375,83.1325,5.6780,0.0313,76.8200,84.3800,-1.4067,0.3111,0.7500,0.3111,93540078,30.5100,22.9400,0,100,-,0,0,0,0,17.5100,0.4480,True,False,False,0.8300,0.0420,438866.0000,-3.4100,0.0313,0.2502,False,False,16,0,32,52.2918,28.2309,2.5201,0,3,0.0000,17.5100,8.0000,40.0000,24.0000,15.7800,0.0000,15.7800,16.2000,0.0000
ETYAT,2026-02-06,26.4800,1,0.0612,-0.0010,1,14.7563,57.7428,428696.0000,22.7378,25.8610,28.9842,24.1537,0.0575,24.2000,28.7600,0.6844,8.6136,5.3302,4.0063,13329356,199.8900,9.1900,0,0,-,0,0,0,0,10.0100,0.5990,False,False,False,0.9700,0.4540,937419.0000,-2.0700,0.0575,0.1156,False,False,10,16,36,57.7428,14.7563,1.5225,1,5,0.0000,10.0100,14.0000,41.0000,40.0000,15.7700,-17.0000,-1.2300,0.6500,-15.0000
A1YEN,2026-02-06,30.8000,1,0.2361,0.3517,0,13.2584,49.5937,-1464598.0000,29.8920,31.4670,33.0420,10.0103,0.0365,29.1200,32.4800,-0.2591,-0.1297,6.4271,7.2423,124085532,22.4200,11.1900,0,0,-,0,0,0,0,6.6200,0.2880,True,False,False,0.6000,-0.2370,620620.0000,-2.3000,0.0365,0.1882,False,False,22,8,52,49.5937,13.2584,1.1228,1,2,0.0000,6.6200,8.0000,63.0000,16.0000,15.6900,-5.1200,10.5700,14.9000,0.0000
KZBGY,2026-02-06,12.5800,1,0.1425,0.4911,0,35.1783,40.9990,11428298.0000,12.2671,14.0060,15.7449,24.8315,0.0503,11.6300,13.5300,0.8821,-10.6534,-0.1587,5.5369,204845907,140.0800,26.3000,0,100,-,0,0,0,1,17.1800,0.0900,False,False,False,0.7200,-0.1410,-26050059.0000,-8.3000,0.0503,0.2728,False,False,16,0,32,40.9990,35.1783,0.6325,0,3,0.0000,17.1800,8.0000,40.0000,24.0000,15.6700,0.0000,15.6700,16.0700,0.0000
INVEO,2026-02-06,9.0600,0,0.0795,0.0230,1,23.3932,53.8775,-5074202.0000,8.2905,8.8240,9.3575,12.0919,0.0395,8.5200,9.6000,-0.2203,3.1891,6.2134,6.7138,76135021,53.3000,35.1000,0,100,-,0,0,0,0,22.4200,0.7210,True,False,False,0.4900,-0.1850,14334078.0000,5.2200,0.0395,0.3845,False,False,13,5,31,53.8775,23.3932,0.3574,0,1,0.0000,22.4200,6.0000,37.5000,8.0000,15.6700,0.0000,15.6700,16.4900,0.0000
ESEN,2026-02-06,3.9000,0,-0.4807,-0.4129,0,30.8029,30.2018,104413418.0000,2.9369,4.8430,6.7491,78.7173,0.0688,3.5000,4.3000,1.0363,-0.7634,-30.8511,-22.6190,459085991,1.0400,80.7900,0,100,-,0,0,0,1,26.8000,0.2530,True,False,False,0.7900,-0.4550,135254009.0000,2.6100,0.0688,0.8079,False,False,13,0,26,30.2018,30.8029,0.2684,0,3,0.0000,26.8000,0.0000,32.5000,24.0000,15.5700,0.0000,15.5700,16.8000,0.0000
TRGYO,2026-02-06,82.5500,1,2.0118,2.0287,0,22.0315,56.9275,-914660.0000,77.3952,81.7650,86.1348,10.6887,0.0262,79.3100,85.7900,-1.0785,-1.1969,4.7589,5.8333,170949664,73.4700,3.7300,0,0,-,0,0,0,0,10.8800,0.5900,False,False,False,0.4900,0.3120,603538.0000,-1.1600,0.0262,0.0462,False,False,17,11,45,56.9275,22.0315,2.1601,1,2,0.0000,10.8800,8.0000,53.5000,16.0000,15.4900,-1.2800,14.2100,14.2300,-0.9500
YESIL,2026-02-06,1.9500,0,-0.0191,-0.0211,1,15.7522,46.9217,69211026.0000,1.7503,1.9450,2.1397,20.0184,0.0513,1.8000,2.1000,0.5155,-2.0100,6.5574,2.6316,85446159,45.5200,54.4400,0,100,-,0,0,0,0,18.9900,0.5130,True,False,False,1.5000,-0.2020,102637192.0000,-4.2500,0.0513,0.4460,False,False,13,0,26,46.9217,15.7522,0.1001,0,5,0.0000,18.9900,6.0000,32.5000,40.0000,15.2900,-2.4300,12.8600,15.9700,0.0000
DERIM,2026-02-06,37.7000,0,0.4687,0.4199,1,35.8165,58.2347,-713515.0000,35.2087,36.8310,38.4533,8.8093,0.0399,35.4400,39.9600,-1.1018,2.7248,7.0415,7.8993,25406377,32.3700,18.1100,0,0,-,0,0,0,0,30.0600,0.7680,True,False,False,1.0100,-0.0470,1979164.0000,2.0800,0.0399,0.1892,False,False,4,8,16,58.2347,35.8165,1.5053,0,2,0.0000,30.0600,6.0000,18.0000,16.0000,15.2800,-13.5000,1.7800,2.0200,-15.0000
BRISA,2026-02-06,92.3000,1,1.8775,1.6907,1,16.9958,63.4207,-147971.0000,84.7007,89.5675,94.4343,10.8672,0.0242,88.9500,95.6500,-0.1622,1.3172,7.5758,8.2063,25189192,36.3400,7.1700,0,0,-,0,0,0,0,13.4300,0.7810,True,False,False,0.6000,0.1360,185618.0000,-0.5000,0.0242,0.0524,False,False,9,16,34,63.4207,16.9958,2.2316,1,2,0.0000,13.4300,14.0000,38.5000,16.0000,15.2800,-16.5400,-1.2600,-1.0000,-16.4500
SEGYO,2026-02-06,4.8300,0,-0.1534,-0.1782,1,11.4294,50.5953,26220074.0000,4.1288,4.7680,5.4072,26.8110,0.0561,4.4200,5.2400,6.8584,12.3256,-8.5227,-8.6957,73554658,32.3300,26.0300,0,100,-,0,0,0,0,21.1000,0.5480,True,False,False,1.7100,-0.4200,20702235.0000,2.1600,0.0561,0.3050,False,False,13,0,26,50.5953,11.4294,0.2711,0,3,0.0000,21.1000,6.0000,32.5000,24.0000,15.1900,-7.1000,8.0900,16.0200,0.0000
ECZYT,2026-02-06,312.2500,1,4.7745,5.4917,0,28.5146,45.5347,-416386.0000,293.1428,321.6250,350.1072,17.7115,0.0472,290.1400,334.3600,-4.9467,-5.3788,4.7819,8.6087,250693581,90.4000,19.7300,0,0,-,0,0,0,0,16.7600,0.3350,True,False,False,0.6300,-0.1940,249643.0000,1.7000,0.0472,0.2179,False,False,16,0,32,45.5347,28.5146,14.7429,0,2,0.0000,16.7600,8.0000,40.0000,16.0000,15.1300,0.0000,15.1300,15.5000,0.0000
IZENR,2026-02-06,9.5900,0,-0.0081,-0.1039,1,25.0336,50.9533,17981557.0000,8.4581,9.2785,10.0989,17.6838,0.0507,8.8600,10.3200,0.5241,0.6296,4.1260,1.6967,314320846,104.9100,18.7300,0,0,-,0,0,0,0,23.2800,0.6900,True,False,False,0.4600,-0.0890,83219937.0000,2.9100,0.0507,0.1968,False,False,13,0,26,50.9533,25.0336,0.4859,0,1,0.0000,23.2800,6.0000,32.5000,8.0000,15.1100,0.0000,15.1100,16.0900,0.0000
LUKSK,2026-02-06,107.5000,1,0.0151,0.7949,0,28.1365,43.4031,-145765.0000,107.0400,112.2700,117.5000,9.3167,0.0413,100.8400,114.1600,-1.9161,-2.2727,-8.0411,-1.2856,34131733,45.6600,19.6000,0,0,-,0,0,0,0,16.3200,0.0440,True,False,False,0.7500,-0.4650,187084.0000,-3.9300,0.0413,0.2652,False,False,16,0,32,43.4031,28.1365,4.4399,0,2,0.0000,16.3200,8.0000,40.0000,16.0000,14.9900,0.0000,14.9900,15.3300,0.0000
PINSU,2026-02-06,11.3900,0,-0.1677,-0.2037,1,20.4031,43.3006,6698719.0000,11.1758,11.4905,11.8052,5.4782,0.0367,10.7600,12.0200,0.4409,-1.1285,-0.4371,-2.7327,68792677,114.9100,22.8300,0,100,-,0,0,0,0,16.4000,0.3400,True,False,False,0.8000,-0.3510,12057571.0000,5.8000,0.0367,0.2727,False,False,16,0,32,43.3006,20.4031,0.4181,0,3,0.0000,16.4000,6.0000,40.0000,24.0000,14.9100,0.0000,14.9100,15.2600,0.0000
GRNYO,2026-02-06,17.8600,1,0.5930,0.8136,0,26.8110,52.4057,-404005.0000,14.8590,18.0105,21.1620,34.9968,0.0690,16.0100,19.7100,-2.6703,-0.7778,18.2781,14.6342,19522639,124.6500,13.7200,0,0,-,0,0,0,0,19.7100,0.4760,True,False,False,0.4900,0.2450,-1282020.0000,-6.2900,0.0690,0.1770,False,False,10,8,28,52.4057,26.8110,1.2316,1,2,0.0000,19.7100,8.0000,33.0000,16.0000,14.9100,-13.5000,1.4100,0.6300,-15.0000
TDGYO,2026-02-06,25.8600,0,-2.6396,-1.1845,0,43.2187,20.4373,4284348.0000,26.2501,35.7950,45.3399,53.3307,0.1012,21.9300,29.7900,0.6226,-20.5774,-36.5866,-38.0450,28248837,108.5500,38.0500,0,100,-,0,0,0,1,41.2100,-0.0200,True,False,False,2.8700,-0.0960,207749.0000,11.2300,0.1012,0.3924,False,False,-9,0,-18,20.4373,43.2187,2.6170,0,3,0.0000,41.2100,0.0000,0.0000,24.0000,14.8000,-13.5000,1.3000,2.6800,-15.0000
DYOBY,2026-02-06,13.8800,0,0.2056,0.1680,1,27.9675,54.4168,-3043610.0000,13.0185,13.6815,14.3445,9.6915,0.0293,13.2700,14.4900,-2.9371,0.9455,6.6052,5.9542,29765461,12.3000,54.8800,0,100,-,0,0,1,0,27.7500,0.6500,True,False,False,1.2500,-0.1430,8937033.0000,2.4500,0.0293,0.5157,False,False,-1,5,3,54.4168,27.9675,0.4063,0,3,0.0000,27.7500,16.0000,2.5000,24.0000,14.7800,-13.7400,1.0400,6.5000,-10.1800
HATEK,2026-02-06,15.1500,0,-0.1388,-0.1937,1,25.0305,45.5597,996996.0000,14.7524,15.2235,15.6946,6.1891,0.0359,14.3300,15.9700,0.6644,-0.7859,1.9515,1.2024,37691318,5.8700,52.0900,0,100,-,0,0,0,0,14.5600,0.4220,True,False,False,0.5600,-0.1280,1529082.0000,1.5000,0.0359,0.5609,False,False,16,0,32,45.5597,25.0305,0.5435,0,4,0.0000,14.5600,6.0000,40.0000,32.0000,14.7000,0.0000,14.7000,14.9200,0.0000
TUKAS,2026-02-06,2.8200,0,0.0643,0.0756,0,36.0692,51.0631,-122586252.0000,2.6987,2.8585,3.0183,11.1796,0.0393,2.6500,2.9900,-1.3986,-2.7586,6.0150,9.3023,676198557,53.2600,70.6300,0,100,-,0,0,0,0,24.0700,0.3800,True,False,False,0.4600,-0.2750,-135521637.0000,-2.9300,0.0393,0.3442,False,False,13,0,26,51.0631,36.0692,0.1109,0,3,0.0000,24.0700,0.0000,32.5000,24.0000,14.6700,0.0000,14.6700,15.7000,0.0000
TRILC,2026-02-06,17.9500,0,0.3558,0.3608,0,33.4176,53.3819,-2052152.0000,16.3191,17.8050,19.2909,16.6907,0.0351,17.0100,18.8900,-0.0557,-3.0778,5.4022,8.1977,94967220,12.5400,37.6300,0,100,-,0,0,0,0,21.4200,0.5490,True,False,False,0.3700,-0.2240,-10883935.0000,-2.3900,0.0351,0.3810,False,False,16,0,32,53.3819,33.4176,0.6297,0,2,0.0000,21.4200,0.0000,40.0000,16.0000,14.6700,0.0000,14.6700,15.3700,0.0000
DOFER,2026-02-06,32.4600,0,-3.7442,-4.5512,1,35.8550,32.0934,-1671617.0000,28.2466,33.3850,38.5234,30.7830,0.0772,28.7000,36.2200,-1.2173,-4.3606,-20.7520,-32.5997,136701098,40.2800,50.5900,0,100,-,0,0,0,0,17.8500,0.4100,False,False,False,0.3900,-0.3440,-4250976.0000,-8.6300,0.0772,0.5097,False,False,16,0,32,32.0934,35.8550,2.5047,0,1,0.0000,17.8500,6.0000,40.0000,8.0000,14.5900,0.0000,14.5900,15.0400,0.0000
MAALT,2026-02-06,985.5000,0,8.0448,1.4601,1,16.5859,56.6136,-80455.0000,905.4491,951.8250,998.2009,9.7446,0.0405,925.6600,1045.3400,-0.1520,3.9009,7.7049,6.4255,61648100,59.6000,25.9600,0,100,-,0,0,0,0,14.0200,0.8630,True,False,False,1.0800,0.0320,5529.0000,5.9400,0.0405,0.2822,False,False,16,5,37,56.6136,16.5859,39.8917,0,2,0.0000,14.0200,6.0000,45.0000,16.0000,14.5800,-1.5300,13.0500,14.6600,0.0000
SMRTG,2026-02-06,7.9300,0,0.0239,-0.0034,1,29.4679,48.1344,-10560514.0000,7.2792,7.9140,8.5488,16.0426,0.0481,7.3600,8.5000,-2.2195,-2.6994,5.8274,5.7333,139236817,6.3000,47.8300,0,100,-,0,0,0,0,17.4700,0.5130,True,False,False,0.5000,-0.1410,-110743.0000,3.4600,0.0481,0.4713,False,False,13,5,31,48.1344,29.4679,0.3813,0,2,0.0000,17.4700,6.0000,37.5000,16.0000,14.4400,0.0000,14.4400,14.9100,0.0000
ICUGS,2026-02-06,2.6200,0,-0.0060,-0.0048,0,30.7486,43.3001,-32883441.0000,2.5309,2.6690,2.8071,10.3496,0.0415,2.4600,2.7800,-0.7576,-2.6022,-0.3802,-0.7576,80920078,21.0700,60.2500,0,100,-,0,0,0,0,24.5200,0.3230,True,False,False,1.5800,-0.3610,-36059258.0000,-1.1900,0.0415,0.6045,False,False,13,0,26,43.3001,30.7486,0.1088,0,2,0.0000,24.5200,0.0000,32.5000,16.0000,14.4200,0.0000,14.4200,15.4800,0.0000
TURSG,2026-02-06,11.7900,1,0.0069,-0.0009,1,15.1587,48.2172,-41599445.0000,11.2712,11.8335,12.3958,9.5040,0.0342,11.1900,12.3900,-0.2538,-3.3607,0.5115,1.3758,766934854,55.7300,13.1800,0,0,-,0,0,0,0,7.4200,0.4610,True,False,False,0.5700,0.0710,-176304368.0000,-1.4400,0.0342,0.1680,False,False,16,5,37,48.2172,15.1587,0.4030,0,2,0.0000,7.4200,14.0000,45.0000,16.0000,14.4000,-3.0700,11.3300,14.0200,0.0000
BANVT,2026-02-06,169.0000,0,0.2695,1.1666,0,30.1630,45.9726,171488.0000,166.4085,173.7800,181.1515,8.4837,0.0305,161.2700,176.7300,0.1185,-1.3427,4.1924,4.5792,62067041,6.6900,61.3700,0,100,-,0,0,0,0,18.1600,0.1760,True,False,False,0.6000,-0.0780,-286754.0000,-4.9300,0.0305,0.4500,False,False,16,0,32,45.9726,30.1630,5.1564,0,4,0.0000,18.1600,0.0000,40.0000,32.0000,14.3900,0.0000,14.3900,14.8600,0.0000
SASA,2026-02-06,2.4200,0,-0.0454,-0.0629,1,21.5862,39.1015,-2293243071.0000,2.2730,2.4485,2.6240,14.3378,0.0404,2.2700,2.5700,-2.8112,-5.0980,2.5424,-13.8790,1156073369,4.3100,57.8200,0,100,-,0,0,0,0,18.5900,0.4190,False,False,False,5.3100,-0.4050,-1240968979.0000,-3.5600,0.0404,0.5724,False,False,13,0,26,39.1015,21.5862,0.0977,0,3,0.0000,18.5900,6.0000,32.5000,24.0000,14.3600,0.0000,14.3600,15.0100,0.0000
KOPOL,2026-02-06,5.9800,0,0.0920,0.0497,1,22.0634,59.2824,5675007.0000,5.1946,5.6710,6.1474,16.8027,0.0356,5.6600,6.3000,1.3559,1.7007,13.6882,9.7248,53111450,30.8500,30.1900,0,100,-,0,0,0,0,15.6700,0.8240,True,False,False,0.6100,-0.0660,-2013393.0000,3.0400,0.0356,0.2898,False,False,13,8,34,59.2824,22.0634,0.2131,0,2,0.0000,15.6700,6.0000,40.5000,16.0000,14.3600,0.0000,14.3600,14.6400,0.0000
BALSU,2026-02-06,16.5100,0,-0.0623,-0.2009,1,18.3267,49.7356,-18650093.0000,15.5087,16.2910,17.0733,9.6044,0.0426,15.4600,17.5600,-5.2783,4.8920,0.6094,-2.1340,206879382,20.8200,39.6800,0,100,-,0,0,0,0,15.8100,0.6400,True,False,False,1.0800,-0.1250,92967247.0000,0.5900,0.0426,0.4067,False,False,16,0,32,49.7356,18.3267,0.7029,0,2,0.0000,15.8100,6.0000,40.0000,16.0000,14.3200,0.0000,14.3200,14.6200,0.0000
ECOGR,2026-02-06,23.9200,1,0.5435,0.7194,0,28.5572,48.0161,-10657771.0000,22.9256,24.6620,26.3984,14.0814,0.0525,22.0400,25.8000,-1.3201,-3.7812,-0.7469,1.8739,423861388,109.0900,19.1900,0,0,-,0,0,0,0,12.9800,0.2860,False,False,False,0.5800,0.1210,-28487021.0000,1.2000,0.0525,0.2520,False,False,16,0,32,48.0161,28.5572,1.2561,0,3,0.0000,12.9800,8.0000,40.0000,24.0000,14.2800,0.0000,14.2800,14.3900,0.0000
EUHOL,2026-02-06,13.0600,1,0.5677,0.4794,1,16.2762,55.5257,-1117412.0000,10.3540,12.4195,14.4850,33.2622,0.0478,12.1200,14.0000,-3.5450,-9.9310,16.6071,18.7273,14128188,83.4300,37.3300,0,100,-,0,0,0,0,9.0300,0.6550,True,False,False,0.8100,0.0830,-4312234.0000,0.9500,0.0478,0.3733,False,False,10,16,36,55.5257,16.2762,0.6242,1,2,0.0000,9.0300,14.0000,41.0000,16.0000,14.2500,-15.3600,-1.1100,-0.9400,-15.0000
