Sembol,Tarih,Fiyat (Son),EMA20_gt_EMA50_gt_EMA200,MACD,MACD_Signal,MACD_Positive,ADX,RSI,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,ATRP_14,STOP Fiyat,TP Fiyat,GUNLUK_FARK,Haftalık Değişim (%),20G Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_4h_Sinyal_Filt_Numeric,Confirmed_BUY,Confirmed_SELL,Kirilim_BreakoutScore,Kirilim_PCTB,Kirilim_BBW_Squeeze,Kirilim_NEAR_10D_BRK,Kirilim_NEAR_20D_BRK,Kirilim_VRATIO10,Kirilim_CMF20,Kirilim_OBV_SLOPE5,Kirilim_ADX_SLOPE5,Kirilim_ATRP,Kirilim_DIST_HIGH,Kirilim_PASS_STRICT,Kirilim_PASS_LIGHT,Mul_KISA_VADE_PUAN,Mul_ORTA_VADE_PUAN,Mul_ANA_PUAN,Mul_RSI14,Mul_ADX14,Mul_ATR14,Mul_EMA21_gt_SMA50_gt_SMA200,SDIP_SCORE,KurumScore_Norm,BreakoutScore_Norm,MultiTFScore_Norm,MomentumScore_Norm,DipScore_Norm,RAW_SCORE,RISK_PENALTY,LOW_RISK_SCORE,TomorrowScore,Tomorrow_Adj
PRDGS,2026-02-06,6.9700,1,0.1131,0.1022,1,41.0021,64.2328,7535136.0000,6.3876,6.6365,6.8854,7.4997,0.0367,6.5900,7.3500,4.0299,7.5617,4.8120,10.8108,41672417,56.6300,10.9800,0,0,AL,50,0,0,0,50.9000,1.1700,True,False,False,1.2600,-0.1710,20767187.0000,-4.0600,0.0367,0.1572,False,False,23,16,62,64.2328,41.0021,0.2555,1,5,0.0000,50.9000,64.0000,73.5000,40.0000,47.2900,0.0000,47.2900,49.3800,0.0000
VANGD,2026-02-06,62.4000,1,2.7627,2.0904,1,33.5135,74.9365,1084081.0000,46.5268,53.1440,59.7612,24.9028,0.0623,56.5700,68.2300,9.9559,21.5190,38.6667,45.1163,46980549,231.9100,0.0000,100,0,-,0,0,0,0,61.0400,1.1990,True,True,True,1.9900,0.1690,3269383.0000,6.7100,0.0623,0.0000,True,True,26,16,68,74.9365,33.5135,3.8863,1,5,0.0000,82.0400,14.0000,81.0000,40.0000,46.3400,-38.3600,7.9800,6.4700,-44.0000
VBTYZ,2026-02-06,20.8000,0,0.8612,0.5414,1,35.8491,77.0163,7545654.0000,14.3675,17.3355,20.3035,34.2420,0.0458,19.3700,22.2300,7.9398,15.4914,34.6278,33.0774,66945591,36.7500,29.3000,0,100,AL,50,0,1,0,50.9900,1.0840,True,False,False,1.7000,-0.0230,15917940.0000,9.2200,0.0458,0.2000,False,False,16,5,37,77.0163,35.8491,0.9524,0,6,0.0000,50.9900,66.0000,45.0000,48.0000,43.3800,-8.3300,35.0500,51.0500,5.0000
HKTM,2026-02-06,14.2000,0,0.4290,0.2036,1,29.6518,76.2014,35954674.0000,10.4226,11.9565,13.4904,25.6585,0.0396,13.3600,15.0400,4.4118,19.7302,26.2222,25.4417,75224281,45.6400,41.5600,0,100,AL,50,0,0,0,55.6500,1.2310,True,False,False,4.4800,-0.0150,51211428.0000,5.7500,0.0396,0.2036,False,False,16,5,37,76.2014,29.6518,0.5624,0,5,0.0000,55.6500,56.0000,45.0000,40.0000,42.0100,-6.1000,35.9100,45.0100,0.0000
ARCLK,2026-02-06,123.0000,0,3.0559,2.2160,1,20.9775,70.3828,6528538.0000,107.2058,114.4900,121.7742,12.7246,0.0306,117.3500,128.6500,1.6529,7.8947,12.6374,11.9199,707729669,21.7800,22.9800,0,100,AL,50,0,1,0,32.1400,1.0840,True,False,False,0.9200,0.1530,39096251.0000,4.5700,0.0306,0.1929,False,False,20,8,48,70.3828,20.9775,3.7679,0,4,0.0000,32.1400,66.0000,58.0000,32.0000,38.5700,0.0000,38.5700,44.6600,5.0000
BRKO,2026-02-06,13.5000,1,0.9061,0.7226,1,42.4319,84.9809,1216499.0000,8.7104,10.9965,13.2826,41.5787,0.0282,12.9300,14.0700,3.8462,18.4211,44.3850,52.3702,11710920,125.0000,1.6000,100,0,-,0,0,1,0,56.6400,1.0480,True,True,True,1.3500,0.2360,3236500.0000,3.0300,0.0282,0.0246,True,True,5,13,23,84.9809,42.4319,0.3807,1,6,0.0000,77.6400,24.0000,25.5000,48.0000,38.3600,-33.5000,4.8600,30.4500,-12.8300
BLCYT,2026-02-06,46.2600,1,2.8291,1.9741,1,41.2639,79.3504,789741.0000,32.2710,39.3570,46.4430,36.0091,0.0523,42.6300,49.8900,1.2254,16.2312,30.1632,41.7279,79230299,230.6600,0.0000,100,0,-,0,0,1,0,53.4400,0.9870,True,False,False,0.3800,0.4880,15156868.0000,8.7400,0.0523,0.0220,False,False,22,13,57,79.3504,41.2639,2.4185,1,4,0.0000,53.4400,24.0000,68.0000,32.0000,36.8000,-5.5100,31.2900,42.5600,3.3800
OZYSR,2026-02-06,50.2000,1,1.6732,0.8431,1,34.7886,73.7616,1965996.0000,37.8430,43.6510,49.4590,26.6112,0.0488,46.5200,53.8800,1.9082,17.9511,22.6185,20.6731,74244701,148.2700,0.0000,100,0,-,0,0,1,0,43.7600,1.0640,True,False,False,1.0400,0.0480,11069149.0000,11.2600,0.0488,0.0243,False,False,26,16,68,73.7616,34.7886,2.4513,1,5,0.0000,43.7600,24.0000,81.0000,40.0000,36.2100,-3.1900,33.0200,42.6500,5.0000
RYSAS,2026-02-06,19.7000,1,0.9610,0.8619,1,36.3709,69.7083,-22241372.0000,15.5461,17.8075,20.0689,25.3982,0.0392,18.5400,20.8600,-0.0507,7.0652,24.6047,29.3500,271889947,61.0800,16.0300,0,0,-,0,0,1,0,45.9500,0.9180,False,False,False,1.5800,0.2900,45541678.0000,3.6300,0.0392,0.1252,False,False,26,16,68,69.7083,36.3709,0.7732,1,3,0.0000,45.9500,24.0000,81.0000,24.0000,36.1300,0.0000,36.1300,42.7300,5.0000
ENSRI,2026-02-06,27.5000,1,2.1534,1.6046,1,48.4675,76.1212,5964336.0000,16.0161,21.7955,27.5749,53.0326,0.0611,24.9800,30.0200,8.2677,16.5254,50.5200,52.7778,198298137,713.6300,0.0000,100,0,-,0,0,1,0,49.3500,0.9940,True,False,False,0.6700,0.2760,10278071.0000,9.4900,0.0611,0.0072,False,False,22,13,57,76.1212,48.4675,1.6807,1,5,0.0000,49.3500,24.0000,68.0000,40.0000,35.8500,-22.3200,13.5300,42.9400,5.0000
AYDEM,2026-02-06,25.9800,1,1.4225,1.1264,1,40.0139,66.3641,-7686832.0000,20.1443,23.8120,27.4797,30.8055,0.0395,24.4400,27.5200,-5.3897,3.9200,20.9497,21.6292,156526403,65.5800,9.1600,0,0,-,0,0,1,0,45.0700,0.7960,True,False,False,1.1300,0.2450,22990660.0000,5.4000,0.0395,0.0594,False,False,26,16,68,66.3641,40.0139,1.0259,1,3,0.0000,45.0700,24.0000,81.0000,24.0000,35.8400,0.0000,35.8400,42.3800,5.0000
ARMGD,2026-02-06,86.9000,1,3.8693,4.5460,0,57.4191,68.8940,2389376.0000,79.7836,83.2550,86.7264,8.3393,0.0495,80.4500,93.3500,1.4594,4.3217,5.9756,3.4524,149324057,190.0500,0.0000,100,0,-,0,0,1,0,49.2100,1.0250,True,False,False,1.7900,-0.2040,4650792.0000,-4.6900,0.0495,0.0641,False,False,26,11,63,68.8940,57.4191,4.3018,1,5,0.0000,49.2100,18.0000,76.0000,40.0000,35.6600,0.0000,35.6600,37.5800,0.0000
SEGMN,2026-02-06,46.0800,1,6.3026,4.9125,1,58.3887,71.9315,-16660042.0000,18.3389,34.1730,50.0071,92.6705,0.0789,40.6200,51.5400,-10.0000,31.6571,134.8624,150.8438,457065372,156.5700,10.0000,0,0,-,0,0,0,0,53.0400,0.8760,True,False,False,1.6200,0.2960,20182815.0000,6.5300,0.0789,0.1815,False,False,26,13,65,71.9315,58.3887,3.6369,1,3,0.0000,53.0400,14.0000,78.0000,24.0000,35.4600,-71.9900,-36.5300,37.6200,0.0000
BERA,2026-02-06,19.7000,1,0.3157,0.2398,1,25.2780,64.9561,49585323.0000,17.0139,18.2235,19.4331,13.2752,0.0414,18.4800,20.9200,7.7091,9.3230,9.5662,11.8683,321318004,45.9300,0.0000,100,0,-,0,0,0,0,49.0400,1.1100,True,False,False,2.5800,-0.0250,54897008.0000,-3.1000,0.0414,0.0051,False,False,26,16,68,64.9561,25.2780,0.8148,1,5,0.0000,49.0400,14.0000,81.0000,40.0000,35.4500,0.0000,35.4500,37.2700,0.0000
ZOREN,2026-02-06,3.4200,0,0.0812,0.0457,1,28.0256,64.2075,-81671968.0000,2.9169,3.2015,3.4861,17.7763,0.0293,3.2700,3.5700,-0.5814,3.6364,11.7647,11.4007,324496787,21.2800,32.1400,0,100,AL,50,0,1,0,33.4600,0.8840,True,False,False,0.6500,0.1170,129650359.0000,10.0700,0.0293,0.2280,False,False,12,8,32,64.2075,28.0256,0.1002,0,2,0.0000,33.4600,66.0000,38.0000,16.0000,34.8000,-0.2400,34.5600,41.2100,4.8300
ISDMR,2026-02-06,43.4800,1,1.5890,1.3042,1,34.7388,73.7277,5027057.0000,35.9250,39.8910,43.8570,19.8842,0.0262,41.7700,45.1900,2.7896,6.7780,18.4096,20.3765,163492329,31.1700,0.0000,100,0,-,0,0,0,0,50.2200,0.9520,True,True,True,1.0700,0.0960,15114025.0000,-3.9400,0.0262,0.0005,False,False,21,13,55,73.7277,34.7388,1.1399,1,4,0.0000,56.2200,14.0000,65.5000,32.0000,34.7900,-1.2800,33.5100,36.4600,-0.9500
TRCAS,2026-02-06,51.7500,1,2.4393,1.7592,1,37.5990,75.1364,1551697.0000,38.8593,45.7905,52.7217,30.2736,0.0307,49.3600,54.1400,1.5702,9.8726,26.7140,29.3750,65147024,117.7700,1.5200,100,0,-,0,0,1,0,47.6900,0.9300,True,False,False,1.1900,0.3750,4475524.0000,10.3800,0.0307,0.0217,False,False,22,13,57,75.1364,37.5990,1.5910,1,3,0.0000,47.6900,24.0000,68.0000,24.0000,34.5000,-1.3900,33.1100,41.4800,5.0000
PRKAB,2026-02-06,58.7500,1,6.6888,4.8433,1,51.1429,70.3615,-14536314.0000,24.3452,43.8475,63.3498,88.9552,0.0752,52.1200,65.3800,-7.1880,17.8299,89.2719,92.3707,423371529,134.0600,7.1900,0,0,-,0,0,0,0,47.0900,0.8820,True,False,False,1.3500,0.2940,4627437.0000,3.9800,0.0752,0.1461,False,False,26,16,68,70.3615,51.1429,4.4168,1,3,0.0000,47.0900,14.0000,81.0000,24.0000,34.0100,-36.8100,-2.8000,35.6900,0.0000
ISGSY,2026-02-06,84.9000,1,2.9419,1.3246,1,30.4637,68.4856,-2848857.0000,64.7349,74.7625,84.7901,26.8252,0.0425,79.4900,90.3100,-4.1220,15.6676,19.9153,21.0264,157018834,211.2200,16.1100,0,0,-,0,0,1,0,38.7400,1.0050,True,False,False,1.0600,0.0790,15278828.0000,11.5600,0.0425,0.1945,False,False,26,16,68,68.4856,30.4637,3.6058,1,3,0.0000,38.7400,24.0000,81.0000,24.0000,33.7500,-0.7200,33.0300,39.8500,5.0000
MEKAG,2026-02-06,4.9200,1,0.2312,0.1533,1,45.5130,64.0667,-23360657.0000,3.5242,4.3220,5.1198,36.9198,0.0603,4.4800,5.3600,-0.2028,8.3700,26.8041,28.4595,136844607,68.2100,17.4500,0,0,-,0,0,1,0,42.6900,0.8750,True,False,False,0.7100,0.0910,94052963.0000,9.2500,0.0603,0.1895,False,False,23,16,62,64.0667,45.5130,0.2966,1,2,0.0000,42.6900,24.0000,73.5000,16.0000,33.3800,-1.4600,31.9200,39.9000,5.0000
BAHKM,2026-02-06,129.0000,1,11.3306,9.3786,1,53.2551,81.0130,2170474.0000,77.6326,101.2975,124.9624,46.7236,0.0615,117.1000,140.9000,2.7888,32.2399,49.1329,62.8788,309042945,219.1500,0.0000,100,0,-,0,0,1,0,42.4100,1.0850,False,False,False,0.9700,0.1140,11525689.0000,1.0000,0.0615,0.0301,False,False,22,13,57,81.0130,53.2551,7.9354,1,4,0.0000,42.4100,24.0000,68.0000,32.0000,33.1600,-38.1700,-5.0100,36.1500,1.3800
AEFES,2026-02-06,20.1800,1,0.9768,0.7864,1,43.0740,74.9077,61433785.0000,15.7889,18.2710,20.7531,27.1695,0.0326,19.1900,21.1700,1.0010,5.0495,22.3772,22.2290,1814151226,52.0700,22.2500,0,100,-,0,0,0,0,47.2400,0.8850,True,False,False,0.7500,0.3060,48213521.0000,6.3600,0.0326,0.0194,False,False,26,13,65,74.9077,43.0740,0.6570,1,2,0.0000,47.2400,14.0000,78.0000,16.0000,33.1500,0.0000,33.1500,34.9000,0.0000
GUBRF,2026-02-06,519.0000,1,41.2978,36.9237,1,43.5500,73.9425,2078891.0000,330.2760,445.7375,561.1990,51.8070,0.0413,486.8500,551.1500,2.9762,8.0125,38.4923,43.3702,2015290468,136.6600,0.0000,100,0,-,0,0,0,0,45.6900,0.8170,True,False,False,0.4800,0.3130,12446807.0000,-3.3700,0.0413,0.0161,False,False,26,13,65,73.9425,43.5500,21.4341,1,3,0.0000,45.6900,14.0000,78.0000,24.0000,33.0400,-10.9300,22.1100,34.6800,0.0000
BRSAN,2026-02-06,680.0000,1,26.1511,28.1795,0,41.5848,68.4777,2345936.0000,601.4459,642.0750,682.7041,12.6556,0.0387,640.5400,719.4600,4.7766,5.5901,19.6130,20.8889,1322527002,128.0000,0.0000,100,0,-,0,0,1,0,42.2200,0.9670,True,False,False,1.7000,-0.0070,-433946.0000,-4.0200,0.0387,0.0095,False,False,26,11,63,68.4777,41.5848,26.3069,1,4,0.0000,42.2200,18.0000,76.0000,32.0000,32.9500,0.0000,32.9500,34.3900,0.0000
PETUN,2026-02-06,12.9000,1,0.4035,0.3347,1,39.5789,64.5753,-2647010.0000,11.1659,12.2725,13.3791,18.0338,0.0351,12.2200,13.5800,-0.1548,-0.3861,13.2572,13.2572,44228321,62.4700,6.6600,0,0,-,0,0,1,0,37.1400,0.7840,True,False,False,0.5500,0.0010,6525254.0000,8.3400,0.0351,0.0985,False,False,26,16,68,64.5753,39.5789,0.4530,1,2,0.0000,37.1400,24.0000,81.0000,16.0000,32.8300,0.0000,32.8300,38.8100,5.0000
ALCTL,2026-02-06,137.6000,1,8.7155,7.5499,1,49.4507,67.3377,-684326.0000,101.0530,126.6900,152.3270,40.4720,0.0387,129.6200,145.5800,-4.3115,-0.6498,25.0909,32.3077,110759604,47.5600,6.9000,0,0,-,0,0,1,0,37.1300,0.7130,True,False,False,0.9200,0.3890,526281.0000,10.7400,0.0387,0.0893,False,False,26,16,68,67.3377,49.4507,5.3230,1,2,0.0000,37.1300,24.0000,81.0000,16.0000,32.8200,-0.0700,32.7500,38.8000,5.0000
INTEM,2026-02-06,385.0000,1,26.7675,21.1864,1,58.9079,67.1457,274038.0000,251.7379,330.3500,408.9621,47.5932,0.0636,348.2600,421.7400,1.5831,9.3750,38.4892,35.3251,77404057,131.7900,4.1100,0,0,-,0,0,1,0,34.9600,0.8480,True,False,False,1.1700,0.0320,376488.0000,3.2400,0.0636,0.0734,False,False,26,16,68,67.1457,58.9079,24.4920,1,3,0.0000,34.9600,24.0000,81.0000,24.0000,32.5100,-10.9300,21.5800,38.3300,5.0000
DEVA,2026-02-06,75.0500,1,2.6302,1.7194,1,36.8415,79.2738,-1433090.0000,60.1403,67.2400,74.3397,21.1175,0.0274,71.9600,78.1400,-0.0666,12.2663,18.3754,18.9382,67973883,43.3600,6.1900,0,0,-,0,0,1,0,47.5900,1.0500,True,False,False,1.3400,0.2110,3862217.0000,2.9000,0.0274,0.0125,False,False,17,13,47,79.2738,36.8415,2.0581,1,3,0.0000,47.5900,24.0000,55.5000,24.0000,32.3400,-0.8800,31.4600,37.3800,2.8200
DITAS,2026-02-06,50.4000,1,3.7647,3.1019,1,34.0391,58.9542,-8881257.0000,36.8897,46.5435,56.1973,41.4828,0.0688,45.2000,55.6000,-10.0000,1.9005,31.1134,48.9362,171703324,337.1200,10.0000,0,0,-,0,0,1,0,39.2300,0.7000,False,False,False,2.8900,0.1720,2257411.0000,6.0400,0.0688,0.1158,False,False,22,16,60,58.9542,34.0391,3.4688,1,3,0.0000,39.2300,24.0000,71.0000,24.0000,32.2200,-25.2000,7.0200,38.5400,5.0000
ISYAT,2026-02-06,9.5000,1,0.2103,0.1510,1,46.7605,67.5055,4313913.0000,8.2164,8.8805,9.5446,14.9555,0.0376,8.9600,10.0400,1.9313,3.8251,12.6928,10.4651,43833683,27.8600,8.6500,0,0,-,0,0,0,0,43.1600,0.9660,True,False,False,0.6300,-0.2210,13586832.0000,5.4600,0.0376,0.1244,False,False,23,16,62,67.5055,46.7605,0.3568,1,4,0.0000,43.1600,14.0000,73.5000,32.0000,31.8400,0.0000,31.8400,33.3900,0.0000
ISCTR,2026-02-06,16.4900,1,0.7180,0.5967,1,44.4675,63.9796,-501262947.0000,13.3815,15.4485,17.5155,26.7603,0.0343,15.6400,17.3400,-0.5428,-1.0204,13.9599,14.3551,12434795837,62.7800,5.5600,0,0,-,0,0,0,0,40.8400,0.7520,True,False,False,0.6400,0.1520,127276859.0000,7.4300,0.0343,0.0593,False,False,26,16,68,63.9796,44.4675,0.5662,1,2,0.0000,40.8400,14.0000,81.0000,16.0000,31.5500,0.0000,31.5500,32.7900,0.0000
BARMA,2026-02-06,45.0000,1,2.1825,1.8284,1,22.7364,72.2492,2837835.0000,33.3805,39.2050,45.0295,29.7132,0.0429,42.1000,47.9000,4.6025,12.9518,21.2938,25.0000,165370227,184.8100,0.0000,100,0,-,0,0,1,0,30.9800,0.9970,True,False,False,0.8600,0.1760,6789608.0000,-2.2800,0.0429,0.0092,False,False,26,13,65,72.2492,22.7364,1.9323,1,5,0.0000,30.9800,24.0000,78.0000,40.0000,31.4800,0.0000,31.4800,37.0900,5.0000
KRDMB,2026-02-06,33.0000,1,2.2840,2.0883,1,62.9271,72.1999,-1701091.0000,25.0424,30.1950,35.3476,34.1291,0.0375,31.1500,34.8500,-2.0190,3.9043,30.4348,41.9966,98065164,55.8100,3.1700,0,0,-,0,0,0,0,42.1300,0.7720,True,False,False,0.5600,0.2530,6766968.0000,7.1600,0.0375,0.0652,False,False,26,13,65,72.1999,62.9271,1.2365,1,2,0.0000,42.1300,14.0000,78.0000,16.0000,31.4600,-4.4000,27.0600,32.8500,0.0000
KLKIM,2026-02-06,41.5000,1,1.6187,1.6044,1,42.6802,70.2203,1949487.0000,35.6520,39.2420,42.8320,18.2965,0.0322,39.5000,43.5000,0.8260,4.3238,14.5143,16.2465,131519135,63.3900,0.0500,100,0,-,0,0,0,0,40.4300,0.8140,True,False,False,0.6500,0.0540,9044245.0000,-5.2900,0.0322,0.0208,False,False,26,16,68,70.2203,42.6802,1.3346,1,2,0.0000,40.4300,14.0000,81.0000,16.0000,31.4100,0.0000,31.4100,32.6200,0.0000
OZRDN,2026-02-06,19.6800,1,1.2126,0.8238,1,39.3206,73.1707,1130297.0000,11.8489,15.7770,19.7051,49.7958,0.0696,17.6300,21.7300,4.6809,14.9533,57.8188,49.6578,14495320,169.5900,0.0000,100,0,-,0,0,0,0,52.1300,0.9970,True,False,False,1.5900,0.4350,1574114.0000,8.9100,0.0696,0.0160,False,False,14,16,44,73.1707,39.3206,1.3695,1,5,0.0000,52.1300,14.0000,51.0000,40.0000,31.3700,-40.0800,-8.7100,19.0000,-15.0000
KBORU,2026-02-06,17.7600,1,0.7147,0.4837,1,27.2076,68.2572,-15047525.0000,13.9233,16.0090,18.0947,26.0567,0.0463,16.5300,18.9900,-3.4783,13.9192,24.2827,22.8216,249051818,79.4000,3.4800,0,0,-,0,0,1,0,32.5500,0.9200,True,False,False,0.9400,0.0680,87325415.0000,5.0400,0.0463,0.0807,False,False,26,16,68,68.2572,27.2076,0.8222,1,2,0.0000,32.5500,24.0000,81.0000,16.0000,31.3100,0.0000,31.3100,36.9700,5.0000
YYLGD,2026-02-06,13.5400,1,0.6761,0.6936,0,54.6245,69.1776,27289309.0000,10.7576,12.5645,14.3714,28.7620,0.0395,12.7400,14.3400,4.7177,5.6987,28.7072,34.9950,245502642,60.2400,0.0000,100,0,-,0,0,0,0,45.3400,0.7700,True,False,False,1.7100,-0.0220,28620533.0000,3.9700,0.0395,0.0259,False,False,26,11,63,69.1776,54.6245,0.5349,1,3,0.0000,45.3400,8.0000,76.0000,24.0000,31.0800,-3.0000,28.0800,32.7400,0.0000
CCOLA,2026-02-06,72.9500,1,3.2309,3.3853,0,47.8364,62.8360,-4565838.0000,63.9244,70.7875,77.6506,19.3907,0.0307,69.5900,76.3100,-0.8158,1.4604,16.8134,18.6179,679868125,60.3300,3.5700,0,0,-,0,0,1,0,38.9300,0.6580,True,False,False,0.5400,0.1750,14679138.0000,-4.4900,0.0307,0.0452,False,False,26,11,63,62.8360,47.8364,2.2429,1,2,0.0000,38.9300,18.0000,76.0000,16.0000,31.0700,0.0000,31.0700,32.2700,0.0000
MEGMT,2026-02-06,68.2500,1,3.6250,3.4776,1,41.2451,64.9799,-8501546.0000,54.3558,63.0850,71.8142,27.6744,0.0530,62.8300,73.6700,-0.4376,3.8813,27.5701,26.9767,1052341822,185.3300,6.3800,0,0,-,0,0,0,0,39.3300,0.7960,True,False,False,0.4600,0.0220,32401864.0000,-3.9100,0.0530,0.0638,False,False,26,16,68,64.9799,41.2451,3.6161,1,2,0.0000,39.3300,14.0000,81.0000,16.0000,31.0500,-2.0800,28.9700,32.1800,0.0000
SEKUR,2026-02-06,4.7100,1,0.1710,0.0464,1,23.6356,77.0980,8495980.0000,3.0442,3.7565,4.4688,37.9221,0.0465,4.3800,5.0400,0.6410,33.4278,26.6129,29.0411,13198224,103.4200,0.0000,100,0,-,0,0,1,0,54.0700,1.1690,True,False,False,2.2600,0.3780,29589372.0000,8.6900,0.0465,0.0368,False,False,7,13,27,77.0980,23.6356,0.2192,1,5,0.0000,54.0700,24.0000,30.5000,40.0000,31.0300,-34.7100,-3.6800,24.2000,-10.0000
RTALB,2026-02-06,4.0500,1,0.1201,0.0781,1,31.2626,65.6880,17391465.0000,3.3349,3.7500,4.1651,22.1394,0.0349,3.8400,4.2600,0.7463,2.2727,17.0520,16.7147,155548886,55.7700,31.5900,0,100,-,0,0,1,0,35.4600,0.8610,True,False,False,0.3500,0.0830,23854077.0000,7.1000,0.0349,0.1562,False,False,23,16,62,65.6880,31.2626,0.1412,1,2,0.0000,35.4600,24.0000,73.5000,16.0000,31.0000,0.0000,31.0000,37.0100,5.0000
AGESA,2026-02-06,243.3000,1,8.3313,7.0495,1,34.2474,60.1751,-299354.0000,203.7800,231.1975,258.6150,23.7178,0.0316,231.7600,254.8400,-2.0531,-3.1642,13.6916,14.4941,117725888,97.6400,3.1600,0,0,-,0,0,1,0,30.5700,0.7210,True,False,False,0.8000,0.2650,-225400.0000,7.5000,0.0316,0.0316,False,False,26,16,68,60.1751,34.2474,7.6932,1,2,0.0000,30.5700,24.0000,81.0000,16.0000,30.6600,0.0000,30.6600,36.1800,5.0000
TAVHL,2026-02-06,358.2500,1,12.9973,11.4322,1,44.7838,70.5142,2490682.0000,305.9627,334.6125,363.2623,17.1242,0.0298,342.2200,374.2800,1.4154,3.0194,10.1460,13.5499,1045318634,67.0200,0.0000,100,0,-,0,0,1,0,36.7500,0.9130,True,False,False,0.8600,0.1470,-3685487.0000,4.4100,0.0298,0.0138,False,False,21,16,58,70.5142,44.7838,10.6890,1,2,0.0000,36.7500,24.0000,68.5000,16.0000,30.5700,-0.0700,30.5000,36.7300,4.9500
GOZDE,2026-02-06,25.9000,1,1.0380,0.9388,1,37.6043,63.8010,-3916017.0000,22.1531,24.8180,27.4829,21.4756,0.0316,24.6700,27.1300,-2.1903,1.4890,15.1111,18.1569,94992426,61.0700,16.4500,0,0,-,0,0,0,0,37.6800,0.7030,True,False,False,0.9600,0.1070,7364359.0000,-0.1300,0.0316,0.0499,False,False,26,16,68,63.8010,37.6043,0.8174,1,2,0.0000,37.6800,14.0000,81.0000,16.0000,30.5000,0.0000,30.5000,31.5200,0.0000
YUNSA,2026-02-06,9.1800,1,0.3034,0.2261,1,29.4858,66.3526,-7713255.0000,7.6407,8.5425,9.4443,21.1142,0.0358,8.6900,9.6700,-2.3404,8.1272,21.7507,21.5894,85301230,91.6500,2.3400,100,0,-,0,0,1,0,33.9300,0.8530,True,False,False,0.7600,0.1050,44300132.0000,2.5200,0.0358,0.0585,False,False,23,16,62,66.3526,29.4858,0.3285,1,2,0.0000,33.9300,24.0000,73.5000,16.0000,30.4900,0.0000,30.4900,36.4000,5.0000
TRHOL,2026-02-06,738.0000,1,1.1517,-1.4053,1,12.0123,57.3206,260908.0000,628.6189,693.2250,757.8311,18.6393,0.0655,665.4600,810.5400,4.9787,8.6892,8.2111,29.2469,344816035,4975.6500,57.4100,0,100,-,0,50,0,0,13.9100,0.8470,True,False,False,0.9700,0.0880,-415540.0000,-2.2400,0.0655,0.1419,False,False,16,8,40,57.3206,12.0123,48.3567,0,4,0.0000,13.9100,64.0000,48.0000,32.0000,30.3500,-6.4700,23.8800,30.3600,0.0000
BMSTL,2026-02-06,112.5000,1,3.9515,1.7848,1,23.6784,71.3800,4153518.0000,81.6355,95.6450,109.6545,29.2948,0.0494,104.1700,120.8300,3.0220,10.2941,26.4045,27.4066,437302918,253.5500,11.0000,0,0,-,0,0,0,0,34.4900,1.1020,True,False,False,1.0000,0.1140,10484196.0000,7.8600,0.0494,0.1477,False,False,26,16,68,71.3800,23.6784,5.5532,1,4,0.0000,34.4900,14.0000,81.0000,32.0000,30.2500,-1.1400,29.1100,31.0500,0.0000
ENKAI,2026-02-06,94.5000,1,4.4752,3.5612,1,43.7466,65.3441,-9157190.0000,73.5839,87.2397,100.8955,31.3064,0.0306,90.1600,98.8400,-1.6649,-3.4236,17.3009,17.4452,1419496029,109.2200,3.4700,0,0,-,0,0,0,0,36.8700,0.7660,True,False,False,0.5500,0.3360,-10641713.0000,9.7000,0.0306,0.0377,False,False,26,16,68,65.3441,43.7466,2.8918,1,2,0.0000,36.8700,14.0000,81.0000,16.0000,30.2400,0.0000,30.2400,31.2000,0.0000
DSTKF,2026-02-06,852.5000,1,57.0155,42.7496,1,41.4396,82.1002,-1006160.0000,579.4209,733.0500,886.6791,41.9150,0.0373,804.8100,900.1900,-0.2924,6.5625,27.7154,33.9356,1068597113,1550.5300,7.0800,0,0,-,0,0,1,0,35.5300,0.8890,True,False,False,0.7500,-0.2720,2307954.0000,10.6600,0.0373,0.1193,False,False,22,13,57,82.1002,41.4396,31.7906,1,2,0.0000,35.5300,24.0000,68.0000,16.0000,30.0800,-2.2000,27.8800,31.2900,0.0800
MOPAS,2026-02-06,54.9000,1,4.1244,3.5914,1,35.3679,75.5582,4401779.0000,36.7720,47.2955,57.8190,44.5010,0.0488,50.8800,58.9200,1.4787,7.4364,48.4586,44.0945,423137185,133.0200,2.8300,100,0,-,0,0,0,0,40.6600,0.8610,True,False,False,0.5700,0.1380,27764613.0000,5.6300,0.0488,0.0655,False,False,22,13,57,75.5582,35.3679,2.6796,1,4,0.0000,40.6600,14.0000,68.0000,32.0000,30.0800,-19.0000,11.0800,31.5600,0.0000
